33ffffff_4a5a4ba6_29161bc3_xxxxx_x | 29161bc3_1
3ee00000_c17fffeb_bce00012_xxxxx_x | bce00012_1
817b2112_3e800001_827b2110_xxxxx_x | 827b2110_1
c0807800_cfffefff_30008009_xxxxx_x | 30008009_1
33ffffff_3e800001_34fffffd_xxxxx_x | 34fffffd_1
43ba0215_3f3ffa9e_43f809bb_xxxxx_x | 43f809bb_1
33ffffff_c673df51_ad065d89_xxxxx_x | ad065d89_1
4ffffffc_3f807ffe_4fff00ff_xxxxx_x | 4fff00ff_1
b87f0040_3effffff_b8ff0041_xxxxx_x | b8ff0041_1
ae3f8000_cf59199a_1e61d020_xxxxx_x | 1e61d020_1
33ffffff_3effffff_34000000_xxxxx_x | 34800000_0
4b8bae88_bf81ffbf_cb8988ab_xxxxx_x | cb8988ab_1
33ffffff_33fbf000_3f821062_xxxxx_x | 3f821062_1
401ff7ff_c0ffffbe_be9ff828_xxxxx_x | be9ff828_1
b900000e_3efffffe_b980000f_xxxxx_x | b980000f_1
33ffffff_3efffffe_34800000_xxxxx_x | 34800001_0
33ffffff_c77ff80f_ac0003f8_xxxxx_x | ac0003f8_1
ce7fc200_bfbfff7f_4e2a81c8_xxxxx_x | 4e2a81c8_1
b3f0fffe_3f000000_b470fffe_xxxxx_x | b470fffe_1
c56001ff_de800040_2660018f_xxxxx_x | 2660018f_1
33ffffff_3f000000_347fffff_xxxxx_x | 347fffff_1
41fffdff_4efff9fe_32800203_xxxxx_x | 32800201_0
be7ffffd_3f000001_befffffb_xxxxx_x | befffffb_1
4168314f_3ffc7fff_40eb6941_xxxxx_x | 40eb6940_0
33ffffff_3f000001_347ffffd_xxxxx_x | 347ffffd_1
bc7fffbf_c18090a3_3a7edfc1_xxxxx_x | 3a7edfbf_0
33ffffff_3f00ffe0_347e0436_xxxxx_x | 347e0436_1
bd7ff7df_4f0007f6_adffe7f7_xxxxx_x | adffe7f4_0
179ff7fe_3f7fffff_179ff7ff_xxxxx_x | 179ff7ff_1
c175fffe_c0dfffde_400c925d_xxxxx_x | 400c925d_1
33ffffff_3f7fffff_33800000_xxxxx_x | 34000000_0
5e0fb184_bf808002_de0f225f_xxxxx_x | de0f225f_1
33ffffff_bb1bffff_b8520d21_xxxxx_x | b8520d21_1
ec5ffdfe_c1bf6235_6a15cf1d_xxxxx_x | 6a15cf1d_1
b3b7c26b_3f7ffffe_b3b7c26d_xxxxx_x | b3b7c26c_0
33ffffff_3f7ffffe_34000000_xxxxx_x | 34000001_0
33ffffff_48ffff40_2a80005f_xxxxx_x | 2a800060_0
df20007f_b802007f_669d89be_xxxxx_x | 669d89bc_0
4111ec8c_3f800000_4111ec8c_xxxxx_x | 4111ec8c_1
f28003ef_417c00ff_f0820b9c_xxxxx_x | f0820b9c_1
33ffffff_3f800000_33ffffff_xxxxx_x | 33ffffff_1
41fffff7_389ffffe_48ccccc8_xxxxx_x | 48ccccc8_1
33ffffff_40ff8003_3280401e_xxxxx_x | 3280401e_1
befff0ff_df787fff_1f03d53f_xxxxx_x | 1f03d53f_1
3f7ffc07_5eb83501_2031e042_xxxxx_x | 2031e042_1
33ffffff_3f800001_33fffffd_xxxxx_x | 33fffffd_1
a57ffdfc_c0be83b1_242bfe00_xxxxx_x | 242bfe00_1
33ffffff_c3010000_b07e03f7_xxxxx_x | b07e03f7_1
3d98da12_40cc5d39_3c3f78e8_xxxxx_x | 3c3f78e7_0
48fff100_4607feff_4270e49a_xxxxx_x | 4270e49a_1
33ffffff_3fffffff_33000000_xxxxx_x | 33800000_0
be807fff_bacd25a6_43205a6e_xxxxx_x | 43205a6e_1
33ffffff_20e1f9ea_529101a3_xxxxx_x | 529101a3_1
c16ffffe_3ffffffe_c0f00000_xxxxx_x | c0f00000_1
40e73682_417efdff_3ee82074_xxxxx_x | 3ee82074_1
33ffffff_3ffffffe_33800000_xxxxx_x | 33800001_0
33ffffff_c27a0000_b103126e_xxxxx_x | b103126e_1
b8080000_40000000_b7880000_xxxxx_x | b7880000_1
33ffffff_40000000_337fffff_xxxxx_x | 337fffff_1
6cfffcff_410001fe_6b7ff903_xxxxx_x | 6b7ff903_1
33ffffff_3c7ff7df_37000410_xxxxx_x | 37000410_1
c1d4f339_48000fff_b954d8a0_xxxxx_x | b954d8a0_1
3bc28609_40000001_3b42860a_xxxxx_x | 3b428607_0
4000020e_b14f7922_ce1df2ca_xxxxx_x | ce1df2ca_1
33ffffff_40000001_337ffffd_xxxxx_x | 337ffffd_1
29ffef80_be0ffff7_ab637f9c_xxxxx_x | ab637f9c_1
33ffffff_be398f37_b5309721_xxxxx_x | b530971f_0
dee774c9_3158c780_ed08aa89_xxxxx_x | ed08aa89_1
ce10ffff_407fffff_cd110000_xxxxx_x | cd110000_1
dbffffff_f98c703c_21e95393_xxxxx_x | 21e95393_1
33ffffff_407fffff_32800000_xxxxx_x | 33000000_0
bb8ffffd_43ffc00e_b71023ff_xxxxx_x | b71023fe_0
91604819_3318d2c3_9dbbd9ed_xxxxx_x | 9dbbd9ed_1
52c0000e_407ffffe_51c00010_xxxxx_x | 51c00010_1
41883fff_bf964150_c1682373_xxxxx_x | c1682373_1
33ffffff_407ffffe_33000000_xxxxx_x | 33000001_0
424000ff_bffdeffe_c1c1903a_xxxxx_x | c1c1903a_1
33ffffff_dbb54211_97b4c7e9_xxxxx_x | 97b4c7e9_1
9e807ffd_3e8fff00_9f647358_xxxxx_x | 9f647358_1
3ffe003f_40800000_3efe003f_xxxxx_x | 3efe003f_1
33ffffff_40800000_32ffffff_xxxxx_x | 32ffffff_1
3f4007ff_c1004008_bdbfa81f_xxxxx_x | bdbfa81f_1
33ffffff_4beb9d0d_278b1342_xxxxx_x | 278b1342_1
407fc03e_ce7feffe_b17fd03d_xxxxx_x | b17fd03d_1
41dbf4fb_40800001_40dbf4f9_xxxxx_x | 40dbf4f9_1
4f2b0543_3d800ff0_512aeffa_xxxxx_x | 512aeffa_1
33ffffff_40800001_32fffffd_xxxxx_x | 32fffffd_1
4f81effe_c5ffdffe_c902003f_xxxxx_x | c902003f_1
33ffffff_de6ea05d_950951b9_xxxxx_x | 950951ba_0
ce7fdff7_df7f7dff_2e803115_xxxxx_x | 2e803115_1
9af01ffe_40ffffff_99701fff_xxxxx_x | 99701fff_1
33ffffff_40ffffff_32000000_xxxxx_x | 32800000_0
be00ffff_667fc007_97012044_xxxxx_x | 97012044_1
33ffffff_4100efff_327e2381_xxxxx_x | 327e237e_0
3ffffbfb_cf80013e_affff97f_xxxxx_x | affff97f_1
3efdfc00_40fffffe_3d7dfc02_xxxxx_x | 3d7dfc02_1
33ffffff_40fffffe_32800000_xxxxx_x | 32800001_0
ce5feffe_5f7fe3ff_ae600880_xxxxx_x | ae600880_1
33ffffff_c2290039_b141e47c_xxxxx_x | b141e47a_0
f07ff81e_4e286b66_e1c289d2_xxxxx_x | e1c289d2_1
c1807ffe_4b800000_b5807ffe_xxxxx_x | b5807ffe_1
3e5b11e7_5f653389_1e74af1d_xxxxx_x | 1e74af1d_1
33ffffff_4b800000_27ffffff_xxxxx_x | 27ffffff_1
4e80003d_4a7ffdf6_43800142_xxxxx_x | 43800142_1
5f1d3976_c480f000_da1c14cf_xxxxx_x | da1c14cf_1
bd6d5cf0_4b800001_b16d5cee_xxxxx_x | b16d5cee_1
4b61ffff_bf91fffe_cb462313_xxxxx_x | cb462313_1
33ffffff_4b800001_27fffffd_xxxxx_x | 27fffffd_1
be7fdfff_d2fff808_2affe7f6_xxxxx_x | 2affe7f6_1
33ffffff_bd91067c_b5e1f25c_xxxxx_x | b5e1f25c_1
40801ffd_4e2ff3a7_31ba6a27_xxxxx_x | 31ba6a27_1
ca800fee_4bffffff_be000fee_xxxxx_x | be000fef_0
cec3fffe_c0000fff_4e43e783_xxxxx_x | 4e43e783_1
33ffffff_4bffffff_27000000_xxxxx_x | 27800000_0
c189f200_41047fff_c00542a9_xxxxx_x | c00542a9_1
33ffffff_057fc001_6e002007_xxxxx_x | 6e002007_1
3e00101f_3c7eefff_410098c1_xxxxx_x | 410098c2_0
cbfbfff7_3f1fc852_cc49dfd3_xxxxx_x | cc49dfd3_1
33ffffff_4bfffffe_27800000_xxxxx_x | 27800001_0
b38011ff_419fff7f_b14cea3d_xxxxx_x | b14cea3d_1
33ffffff_ae8403fe_c4f8368d_xxxxx_x | c4f8368d_1
4685ffff_be080ffe_c7fc1e95_xxxxx_x | c7fc1e95_1
be110000_3b00a0e3_c2904aa3_xxxxx_x | c2904aa3_1
33ffffff_c0ddffff_b2939a86_xxxxx_x | b2939a86_1
df928e54_be80007c_60928dc6_xxxxx_x | 60928dc6_1
1ba33cbb_d15fbfff_89bac3ea_xxxxx_x | 89bac3ea_1
3e90fffe_8b903fff_f280aa5e_xxxxx_x | f280aa5e_1
33ffffff_2c000004_477ffff7_xxxxx_x | 477ffff7_1
c1affffe_4b808fff_b5af3add_xxxxx_x | b5af3add_1
470b3b67_beb69223_c7c33b04_xxxxx_x | c7c33b04_1
33ffffff_40fef7ff_32808488_xxxxx_x | 32808489_0
3e03911d_be8fbffe_beea4daf_xxxxx_x | beea4daf_1
33ffffff_3f010002_347e03f3_xxxxx_x | 347e03f3_1
35002000_ad9fbfff_c6cd5222_xxxxx_x | c6cd5222_1
c1827fff_ca023fff_37003ee5_xxxxx_x | 37003ee5_1
df00000e_c3a4d402_5ac6cd24_xxxxx_x | 5ac6cd23_0
33ffffff_ba803efe_b8ff8241_xxxxx_x | b8ff8241_1
7e80017f_417ffe80_7c80023f_xxxxx_x | 7c80023f_1
c87defff_3ee7ffff_c90c1a7c_xxxxx_x | c90c1a7c_1
33ffffff_13fffffe_5f800000_xxxxx_x | 5f800001_0
4e7ff83e_3c7dffbe_5180fe3d_xxxxx_x | 5180fe3d_1
481115fd_cf55e3a0_b82da690_xxxxx_x | b82da690_1
cbfffdf7_bbfffc3e_4f8000dc_xxxxx_x | 4f8000dd_0
33ffffff_c403efff_af785c2b_xxxxx_x | af785c2b_1
c410007e_5edffc00_a4a495c9_xxxxx_x | a4a495ca_0
c0003eff_b3ffffbf_4b803f20_xxxxx_x | 4b803f20_1
c0440a91_c100043f_3ec40410_xxxxx_x | 3ec40410_1
33ffffff_c0ff00ff_b2807fff_xxxxx_x | b2808000_0
3dd404a2_b3ffbffb_c95439b5_xxxxx_x | c95439b5_1
40dc0000_3d828000_42d7c913_xxxxx_x | 42d7c913_1
3dff3fff_40a169d3_3cca6976_xxxxx_x | 3cca6976_1
33ffffff_ab923cd5_c7e012db_xxxxx_x | c7e012db_1
407ffefb_457ffeee_3a800006_xxxxx_x | 3a800007_0
4e007bff_c1f000fe_cb890c3b_xxxxx_x | cb890c3b_1
3e77b30c_7c004001_01f7376e_xxxxx_x | 01f7376e_1
33ffffff_3e1c0000_35520d20_xxxxx_x | 35520d20_1
5e88003f_bdfd1926_e0098f6a_xxxxx_x | e0098f6a_1
4bf00000_3d7ff003_4df00eff_xxxxx_x | 4df00efe_0
3ea03fff_4b8020ff_32a016ba_xxxxx_x | 32a016ba_1
c78006fe_5fa00000_a74cd7fd_xxxxx_x | a74cd7fd_1
5e80040f_41840001_5c7845ed_xxxxx_x | 5c7845ed_1
33ffffff_3f00fffc_347e03ff_xxxxx_x | 347e03ff_1
c04ab123_3da0003f_c2222712_xxxxx_x | c222270f_0
33ffffff_c3001fc0_b07fc08f_xxxxx_x | b07fc08f_1
cfaabec1_40000101_cf2abd6a_xxxxx_x | cf2abd6a_1
33ffffff_3ffbffff_33820820_xxxxx_x | 33820821_0
70854aba_de8c2a94_d17371ce_xxxxx_x | d17371ce_1
33ffffff_4b0003fe_287ff806_xxxxx_x | 287ff803_0
40fffdef_5ef00006_2188876b_xxxxx_x | 2188876b_1
4f465f58_417acf9e_4d4a79ff_xxxxx_x | 4d4a79fe_0
4e83efff_c160aee6_cc9653c4_xxxxx_x | cc9653c3_0
3e4000ff_b3800000_ca4000ff_xxxxx_x | ca4000ff_1
33ffffff_b3800000_bfffffff_xxxxx_x | bfffffff_1
40836adc_d7ffe07f_a8037b0a_xxxxx_x | a8037b0a_1
33ffffff_be80fffe_b4fe03fb_xxxxx_x | b4fe03fb_1
4ff7bfff_c0801ff7_cef78230_xxxxx_x | cef78230_1
db001003_b3800001_67001002_xxxxx_x | 67001002_1
3efffffc_b0899112_cdee3279_xxxxx_x | cdee3279_1
33ffffff_b3800001_bffffffd_xxxxx_x | bffffffd_1
33ffffff_c0fffffe_b2800000_xxxxx_x | b2800001_0
beffdbfe_b77ffdfd_46ffde01_xxxxx_x | 46ffde01_1
5e00047e_b3ffffff_e980047e_xxxxx_x | e980047f_0
25ffe004_9a03ffff_cb781f0d_xxxxx_x | cb781f0e_0
33ffffff_b3ffffff_bf000000_xxxxx_x | bf800000_0
de800204_bed94d9b_5f16cda0_xxxxx_x | 5f16cda0_1
33ffffff_3e0000fb_357ffe09_xxxxx_x | 357ffe09_1
7b780080_5f801fff_5b77c291_xxxxx_x | 5b77c291_1
5fffff5f_b3fffffe_eb7fff61_xxxxx_x | eb7fff61_1
bd8007bf_4f7ffbee_ad8009c8_xxxxx_x | ad8009c8_1
33ffffff_b3fffffe_bf800000_xxxxx_x | bf800001_0
ba79f270_ca0762a6_2fec4ff1_xxxxx_x | 2fec4ff1_1
33ffffff_be0007df_b57ff042_xxxxx_x | b57ff042_1
a0f00002_bf00013f_216ffdac_xxxxx_x | 216ffdac_1
e29fffff_be800000_639fffff_xxxxx_x | 639fffff_1
33ffffff_be800000_b4ffffff_xxxxx_x | b4ffffff_1
b9ffeffa_85803fbf_73ff70c3_xxxxx_x | 73ff70c3_1
c077ffe0_cefc007f_30fbef20_xxxxx_x | 30fbef20_1
bf7cffff_c97c0020_358081f7_xxxxx_x | 358081f7_1
33ffffff_be800001_b4fffffd_xxxxx_x | b4fffffd_1
4b405f14_4f800e00_3b404a0c_xxxxx_x | 3b404a0c_1
33ffffff_bf80fff6_b3fe040b_xxxxx_x | b3fe040b_1
14010007_4118e463_1257fedf_xxxxx_x | 1257fedf_1
cb804fff_beffffff_4c004fff_xxxxx_x | 4c005000_0
33ffffff_beffffff_b4000000_xxxxx_x | b4800000_0
cffdfffe_be93ffff_50dbacfb_xxxxx_x | 50dbacf9_0
bc5dffff_3ec00040_bd13ffce_xxxxx_x | bd13ffce_1
0d07ff7f_befffffe_8d87ff80_xxxxx_x | 8d87ff80_1
b380083f_cf7fffdf_23800850_xxxxx_x | 23800850_1
33ffffff_befffffe_b4800000_xxxxx_x | b4800001_0
c6bfeffe_41ff7e00_c44051a8_xxxxx_x | c44051a7_0
33ffffff_81807fde_f1ff0141_xxxxx_x | f1ff0141_1
bd841000_3c100000_c0eac71d_xxxxx_x | c0eac71c_0
debffdff_bf000000_5f3ffdff_xxxxx_x | 5f3ffdff_1
3c000108_be7f800e_bd004122_xxxxx_x | bd004122_1
33ffffff_bf000000_b47fffff_xxxxx_x | b47fffff_1
33ffffff_cb880000_a7f0f0f0_xxxxx_x | a7f0f0f0_1
befffc7f_3e820fff_bffbed4e_xxxxx_x | bffbed4e_1
3c9ffbff_bf000001_bd1ffbfe_xxxxx_x | bd1ffbfe_1
33ffffff_bf000001_b47ffffd_xxxxx_x | b47ffffd_1
33ffffff_3f3ffffb_342aaab1_xxxxx_x | 342aaaae_0
be700004_ce8801ff_2f61de95_xxxxx_x | 2f61de95_1
c07df7ff_bf7fffff_407df800_xxxxx_x | 407df800_1
33ffffff_bf7fffff_b3800000_xxxxx_x | b4000000_0
3397ffff_deff83ff_941849c3_xxxxx_x | 941849c3_1
33ffffff_bf60003f_b41248fb_xxxxx_x | b41248fb_1
be01fffe_bf21d1c2_3e4da94f_xxxxx_x | 3e4da94f_1
c15fdffe_bf7ffffe_415fe000_xxxxx_x | 415fe000_1
c5008fff_c3ffffec_40809009_xxxxx_x | 40809009_1
33ffffff_bf7ffffe_b4000000_xxxxx_x | b4000001_0
3f80021e_cef7ffdf_b004234a_xxxxx_x | b0042349_0
33ffffff_bd262c47_b6453131_xxxxx_x | b645312f_0
41cffe09_bec6e209_c285dcdd_xxxxx_x | c285dcdd_1
33ffffff_bf800000_b3ffffff_xxxxx_x | b3ffffff_1
40fffcff_48550068_3819d50c_xxxxx_x | 3819d50a_0
4b80007f_bb82007f_cf7c0fc5_xxxxx_x | cf7c0fc5_1
3d46d5c6_bf800001_bd46d5c4_xxxxx_x | bd46d5c4_1
c6c001fe_c2bd0e6f_4381ff8c_xxxxx_x | 4381ff8c_1
33ffffff_bf800001_b3fffffd_xxxxx_x | b3fffffd_1
33ffffff_3e81ffff_34fc0fc2_xxxxx_x | 34fc0fc2_1
4e00004f_bfffffff_cd800050_xxxxx_x | cd800050_1
b3e07fff_ce7ff9ff_24e08543_xxxxx_x | 24e08543_1
33ffffff_bfffffff_b3000000_xxxxx_x | b3800000_0
3e0007df_5e71d740_1f0786d2_xxxxx_x | 1f0786d1_0
33ffffff_de800804_94ffeff8_xxxxx_x | 94ffeff8_1
df000006_b500001d_697fffd2_xxxxx_x | 697fffd2_1
403710ed_bffffffe_bfb710ee_xxxxx_x | bfb710ee_1
33ffffff_bffffffe_b3800000_xxxxx_x | b3800001_0
c4ffffff_cf880001_34f0f0ee_xxxxx_x | 34f0f0ee_1
33ffffff_be7ffff8_b5000003_xxxxx_x | b5000004_0
479b5f42_4ffffdbf_371b60a0_xxxxx_x | 371b60a0_1
dd0fefff_c0000000_5c8fefff_xxxxx_x | 5c8fefff_1
c1ff7fbe_beffe800_427f97b4_xxxxx_x | 427f97b4_1
33ffffff_c0000000_b37fffff_xxxxx_x | b37fffff_1
c3ffb7ff_df80407e_23ff3768_xxxxx_x | 23ff3768_1
33ffffff_c0407ffe_b32a3930_xxxxx_x | b32a3930_1
467fffff_c0000001_c5fffffd_xxxxx_x | c5fffffd_1
c4ffbfe0_43b10dc4_c0b8e483_xxxxx_x | c0b8e483_1
33ffffff_c0000001_b37ffffd_xxxxx_x | b37ffffd_1
ce7dfff6_5b83ffdf_b2764dc7_xxxxx_x | b2764dc7_1
33ffffff_417ff010_320007f8_xxxxx_x | 320007f8_1
a9e00008_3d83bfff_abd99fdb_xxxxx_x | abd99fdb_1
3f7dffc0_c07fffff_be7dffc1_xxxxx_x | be7dffc1_1
cefffb7f_c537527f_4932bbaa_xxxxx_x | 4932bbaa_1
33ffffff_c07fffff_b2800000_xxxxx_x | b3000000_0
d0000900_e8807ff7_26ff12ff_xxxxx_x | 26ff12ff_1
33ffffff_4efff7df_24800410_xxxxx_x | 24800410_1
25ff8001_3b003ffe_2a7f0085_xxxxx_x | 2a7f0085_1
a7ffdffd_c07ffffe_26ffdfff_xxxxx_x | 26ffdfff_1
c17feffc_3f00007f_c1ffeefe_xxxxx_x | c1ffeefe_1
33ffffff_c07ffffe_b3000000_xxxxx_x | b3000001_0
dfbd4776_de7fffe8_40bd4788_xxxxx_x | 40bd4788_1
2b0027ff_c0800000_aa0027ff_xxxxx_x | aa0027ff_1
7e8ff800_5f1c0e3f_5eec2c13_xxxxx_x | 5eec2c13_1
33ffffff_c0800000_b2ffffff_xxxxx_x | b2ffffff_1
33ffffff_b4976422_bed87229_xxxxx_x | bed87229_1
5e81007e_4fd1831c_4e1da02c_xxxxx_x | 4e1da02c_1
67ac456e_c0800001_e6ac456d_xxxxx_x | e6ac456d_1
cf4f2a45_d07fcfff_3e4f5125_xxxxx_x | 3e4f5125_1
33ffffff_c0800001_b2fffffd_xxxxx_x | b2fffffd_1
33ffffff_c502ffff_ae7a232e_xxxxx_x | ae7a232e_1
befedfff_c0ffffff_3d7ee000_xxxxx_x | 3d7ee000_1
b3000107_20800042_d20000c5_xxxxx_x | d20000c5_1
33ffffff_c0ffffff_b2000000_xxxxx_x | b2800000_0
33ffffff_3981dfff_39fc4ddd_xxxxx_x | 39fc4ddd_1
bae487af_4f8100ff_aae2c06a_xxxxx_x | aae2c06a_1
c2102000_c0fffffe_40902001_xxxxx_x | 40902001_1
3d817fff_db00c000_a200bee1_xxxxx_x | a200bee1_1
33ffffff_c0fffffe_b2800000_xxxxx_x | b2800001_0
dc830000_bcf7fdfe_5f073ae7_xxxxx_x | 5f073ae7_1
33ffffff_beff7fee_b4804028_xxxxx_x | b4804029_0
ce7ff9fe_bdf0ffff_5007f450_xxxxx_x | 5007f450_1
b32815b2_cb800000_272815b2_xxxxx_x | 272815b2_1
bfcbc92f_de7fffff_20cbc930_xxxxx_x | 20cbc930_1
33ffffff_cb800000_a7ffffff_xxxxx_x | a7ffffff_1
3f84003e_417df7fe_3d850e85_xxxxx_x | 3d850e85_1
33ffffff_4f803ffe_23ff8043_xxxxx_x | 23ff8043_1
418003fd_4e0006fe_32fff9fe_xxxxx_x | 32fff9fe_1
38a77a95_cb800001_aca77a94_xxxxx_x | aca77a94_1
33ffffff_cb800001_a7fffffd_xxxxx_x | a7fffffd_1
4e84ffff_417ff01f_4c850840_xxxxx_x | 4c85083f_0
33ffffff_297fffef_4a000008_xxxxx_x | 4a000008_1
bd7efffd_c1704000_3b87dbc4_xxxxx_x | 3b87dbc4_1
cf2b5183_cbffffff_42ab5184_xxxxx_x | 42ab5184_1
c980801f_c37fffe7_4580802c_xxxxx_x | 4580802c_1
33ffffff_cbffffff_a7000000_xxxxx_x | a7800000_0
33ffffff_42409e31_312a1e80_xxxxx_x | 312a1e80_1
350fffdf_a4ffdfff_cf9011e2_xxxxx_x | cf9011e2_1
3fb56096_cbfffffe_b3356098_xxxxx_x | b3356097_0
4f7e07fe_40c909a4_4e21bda9_xxxxx_x | 4e21bda6_0
33ffffff_cbfffffe_a7800000_xxxxx_x | a7800001_0
33ffffff_c0800017_b2ffffd1_xxxxx_x | b2ffffd1_1
42080008_fe800000_83080008_xxxxx_x | 83080008_1
c1800002_a57ffe01_5b800101_xxxxx_x | 5b800102_0
33ffffff_4d8040ff_25ff7e43_xxxxx_x | 25ff7e43_1
a901ff00_3f85fffe_a8f859ce_xxxxx_x | a8f859ce_1
437f7fff_fe800001_847f7ffd_xxxxx_x | 847f7ffd_1
420047fe_deffbffd_a2806819_xxxxx_x | a280681a_0
5e492fae_df8f4b5f_be33b67c_xxxxx_x | be33b679_0
33ffffff_3c00807f_377f0002_xxxxx_x | 377f0002_1
cbc0000f_ce7fbffa_3cc03020_xxxxx_x | 3cc03020_1
3e801080_be01c000_bffcaca4_xxxxx_x | bffcaca4_1
33ffffff_41010fff_327de47b_xxxxx_x | 327de47b_1
c0000040_3c35298a_c334e0be_xxxxx_x | c334e0be_1
33dffffb_c0ffffff_b25ffffc_xxxxx_x | b25ffffc_1
33ffffff_c6fffdee_ac800108_xxxxx_x | ac800109_0
407fb2d2_3d3627d8_42b3ada3_xxxxx_x | 42b3ada3_1
bf805000_3ff33820_bf070e1c_xxxxx_x | bf070e1b_0
df003fbf_cd010002_517e8275_xxxxx_x | 517e8275_1
33ffffff_4e1007ff_25638196_xxxxx_x | 25638196_1
4000dfff_7e8087ff_010057a3_xxxxx_x | 010057a3_1
c0ff0000_c1800002_3efefffc_xxxxx_x | 3efefffc_1
33ffffff_4e803fff_24ff8043_xxxxx_x | 24ff8041_0
c15ffffd_4e400000_b2955553_xxxxx_x | b2955553_1
c7200003_3f00ffff_c79ec27f_xxxxx_x | c79ec27f_1
feffff76_c0ffdfde_7d800fce_xxxxx_x | 7d800fce_1
bf840003_be664419_4092c087_xxxxx_x | 4092c087_1
3ff7f7ff_ba0003f0_c577f061_xxxxx_x | c577f05e_0
33fffffe_c148b642_b2234242_xxxxx_x | b2234242_1
c77eef2a_c17fc020_457f2ed6_xxxxx_x | 457f2ed6_1
3fc56284_5f3d4440_20057d85_xxxxx_x | 20057d85_1
33fffffe_5f143043_145d1fac_xxxxx_x | 145d1fac_1
5d200400_527fe7ff_4a201302_xxxxx_x | 4a201302_1
cf037600_3ffbed80_ce8595ff_xxxxx_x | ce8595ff_1
5716e359_cf801fe0_c716bdcf_xxxxx_x | c716bdcf_1
33fffffe_de5effff_9512f113_xxxxx_x | 9512f113_1
bde3fffe_c08027fe_3ce3b8d8_xxxxx_x | 3ce3b8d8_1
407fbdff_c0020000_bffbcec4_xxxxx_x | bffbcec4_1
3ff7bffe_b89e2071_c6c88c49_xxxxx_x | c6c88c49_1
33fffffe_dfbff7ff_93aab1c7_xxxxx_x | 93aab1c7_1
4095dda8_c780bffe_b894fe2d_xxxxx_x | b894fe2d_1
dd01c000_b1007de1_6b8140e3_xxxxx_x | 6b8140e3_1
33fffffe_ef6fffde_8408889b_xxxxx_x | 8408889b_1
5eebffff_df8403ff_bee4d248_xxxxx_x | bee4d248_1
410001de_deff7fdf_a1804210_xxxxx_x | a1804210_1
b38814cf_3a87ff80_b880140e_xxxxx_x | b880140e_1
33fffffe_4f010400_247dfc16_xxxxx_x | 247dfc16_1
c0ffffa0_31007800_cf7f1083_xxxxx_x | cf7f1081_0
33fffffe_c0af689b_b2bacf3b_xxxxx_x | b2bacf3c_0
c0c003ff_b38f72b5_4cab5656_xxxxx_x | 4cab5656_1
45daa259_bdffdfdf_c75abdcd_xxxxx_x | c75abdcd_1
c1fff5fe_e2007ff8_1f7ef719_xxxxx_x | 1f7ef717_0
33fffffe_cf7fffc7_a400001b_xxxxx_x | a400001c_0
3efee000_23901fff_5ae25bed_xxxxx_x | 5ae25bed_1
38ff807e_c0f03ffe_b788203e_xxxxx_x | b788203c_0
ce02388a_bdff98e7_4f826d11_xxxxx_x | 4f826d11_1
33fffffe_41f6a846_3184d928_xxxxx_x | 3184d928_1
c0f77ffe_957ffff7_6af78007_xxxxx_x | 6af78007_1
41daa0ef_33800000_4ddaa0ef_xxxxx_x | 4ddaa0ef_1
408729b3_3deffffb_42102c7e_xxxxx_x | 42102c7e_1
33fffffe_33800000_3ffffffe_xxxxx_x | 3ffffffe_1
48800000_c500a000_c2fec18e_xxxxx_x | c2fec18e_1
33fffffe_3a5de7f2_3913aa87_xxxxx_x | 3913aa85_0
4deffbff_3f92f48a_4dd10796_xxxxx_x | 4dd10796_1
337fdffd_33800001_3f7fdffb_xxxxx_x | 3f7fdffb_1
33fffffe_33800001_3ffffffc_xxxxx_x | 3ffffffc_1
5eefefff_bb4ad8e7_e3176790_xxxxx_x | e3176790_1
3d1dc95a_57fffc3e_249dcbab_xxxxx_x | 249dcbab_1
ded49927_33ffffff_ea549928_xxxxx_x | ea549928_1
33fffffe_33ffffff_3f7fffff_xxxxx_x | 3f7fffff_1
40023fff_01101fff_7e675acf_xxxxx_x | 7e675acf_1
33fffffe_cbeffff0_a7888890_xxxxx_x | a7888891_0
5e058837_45fe991e_57864471_xxxxx_x | 57864471_1
bf7bff00_33fffffe_cafbff02_xxxxx_x | cafbff02_1
41fffe08_df8801fe_a1f0eb8f_xxxxx_x | a1f0eb8f_1
33fffffe_33fffffe_3f000000_xxxxx_x | 3f800000_0
3e800820_4c8006fe_31800122_xxxxx_x | 31800122_1
33fffffe_3c7fdff6_37001006_xxxxx_x | 37001006_1
bffff200_3f7fffef_bffff211_xxxxx_x | bffff211_1
4e595020_3e800000_4f595020_xxxxx_x | 4f595020_1
c17b3ef7_4f007bff_b1fa4c81_xxxxx_x | b1fa4c7f_0
33fffffe_3e800000_34fffffe_xxxxx_x | 34fffffe_1
5edf0000_4ff800ff_4e6630a0_xxxxx_x | 4e6630a0_1
33fffffe_de803f80_94ff813d_xxxxx_x | 94ff813d_1
c1a8ef4f_bebfdffe_426164a7_xxxxx_x | 426164a7_1
bf00fffc_3e800001_c000fffb_xxxxx_x | c000fffb_1
c10001bf_5e7ff008_a20009bc_xxxxx_x | a20009bc_1
33fffffe_3e800001_34fffffc_xxxxx_x | 34fffffc_1
33fffffe_4185b31c_31f51630_xxxxx_x | 31f5162e_0
